HOSTNAME,HOSTSTATE,MACHINETYPE,IPADDR,NETMASK,GATEWAY,CUSTOMER,CONTRACT,SOURCE,VLAN,DESCRIPTION
"SSISBEL032TAC01","Up","Vmachine with HW Failover","","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","VLAN_873",""
"SSISBEL032TAC01","Up","Vmachine with HW Failover","169.254.2.1","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","",""
"SSISBEL032TAC01","Up","Vmachine with HW Failover","fe80::42:cfff:fe19:2f46","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","",""
"SSISBEL032TAC01","Up","Vmachine with HW Failover","fe80::c4c0:2bff:fef7:b3c0","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","",""
"SSISBEL032TAC01","Up","Vmachine with HW Failover","169.254.0.228","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","",""
"SSISBELN4001","Disposed","Vmachine with HW Failover","193.109.73.102","","","Atlas Copco","Atlas Chameleon","Manual entry","","internet ip"
"SSISBELN4001","Disposed","Vmachine with HW Failover","172.26.17.36","","","Atlas Copco","Atlas Chameleon","Manual entry","","NAT ip external for 193.109.73.102"
"SSISBELN4001","Disposed","Vmachine with HW Failover","10.26.19.49","","","Atlas Copco","Atlas Chameleon","Manual entry","","Production"
"SSISBELN4003","Down","Vmachine with HW Failover","10.26.19.29","","","Atlas Copco","Atlas Chameleon","Manual entry","","Production"
"SSISBELN4003","Down","Vmachine with HW Failover","172.26.17.29","","","Atlas Copco","Atlas Chameleon","Manual entry","","Production"
"SSISBELN4003","Down","Vmachine with HW Failover","193.109.73.173","","","Atlas Copco","Atlas Chameleon","Manual entry","","internet ip"
"SSISBELN4003","Down","Vmachine with HW Failover","","","","Atlas Copco","Atlas Chameleon","VMWare","fe-prod-vlan-565",""
"SSISBELN4003","Down","Vmachine with HW Failover","","","","Atlas Copco","Atlas Chameleon","VMWare","dmz-prod-vlan-567",""
"SSISBELN4003","Down","Vmachine with HW Failover","10.26.19.29","","","Atlas Copco","Atlas Chameleon","SCOM","",""
"SSISBELN4003","Down","Vmachine with HW Failover","172.26.17.29","","","Atlas Copco","Atlas Chameleon","SCOM","",""
"SSISBELN4005","Disposed","Vmachine with HW Failover","10.26.14.127","","","Atlas Copco","Atlas Chameleon","Manual entry","","Production"
"SSISBELN4006","Up","Vmachine with HW Failover","10.26.14.128","","","Atlas Copco","Atlas Chameleon","Manual entry","","Production"
"SSISBELN4006","Up","Vmachine with HW Failover","10.26.14.128","","","Atlas Copco","Atlas Chameleon","VMWare","be-prd2-vlan-556",""
"SSISBELN4006","Up","Vmachine with HW Failover","10.26.14.128","","","Atlas Copco","Atlas Chameleon","SCOM","",""
"SSISBELN4007","Disposed","Vmachine with HW Failover","10.26.14.129","","","Atlas Copco","Atlas Chameleon","Manual entry","","Production"
"SSISBELN4008","Up","Vmachine with HW Failover","10.26.20.201","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","Production"
"SSISBELN4008","Up","Vmachine with HW Failover","10.26.20.201","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","be-acc-test-vlan-560",""
"SSISBELN4008","Up","Vmachine with HW Failover","10.26.20.201","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBELN4009","Up","Vmachine with HW Failover","10.126.146.73","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","",""
"SSISBELN4009","Up","Vmachine with HW Failover","fe80::e97b:91a0:1480:520a 10.126.146.73","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","be_Prod42_vlan_842_dpc",""
"SSISBELN4009","Up","Vmachine with HW Failover","10.126.146.73","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBELN4009","Up","Vmachine with HW Failover","fe80::e97b:91a0:1480:520a%3","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBELNME4001","Disposed","Vmachine with HW Failover","10.26.6.11","","","Atlas Copco","Atlas Chameleon","Manual entry","","Production"
"SSISBEMS00001T","Transition","Vmachine with HW Failover","TBD","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","PRODUCTION"
"SSISBEMS001","Disposed","Vmachine with HW Failover","10.126.170.13","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","PRODUCTION"
"SSISBENS0002","Disposed","Vmachine with HW Failover","10.26.14.91","","","Atlas Copco","Atlas Speed","Manual entry","","Production"
"SSISBENS0003","Disposed","Vmachine with HW Failover","10.26.14.60","","","Atlas Copco","Atlas Speed","Manual entry","","Production"
"SSISBENS0004","Up","Vmachine with HW Failover","10.126.146.127","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","be_Prod42_vlan_842_dpc",""
"SSISBENS0004","Up","Vmachine with HW Failover","10.126.146.127","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBENS0005","Up","Vmachine with HW Failover","0.0.0.0","255.255.255.0","10.126.146.1","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","PROD"
"SSISBENS0005","Up","Vmachine with HW Failover","fe80::5931:d602:517c:9bc5 10.126.146.128","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","be_Prod42_vlan_842_dpc",""
"SSISBENS0005","Up","Vmachine with HW Failover","10.126.146.128","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBENS0005","Up","Vmachine with HW Failover","fe80::5931:d602:517c:9bc5%7","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBEPTRN1","Up","Vmachine with HW Failover","10.26.17.121","","","Atlas Copco","Atlas Transform","Manual entry","","Production"
"SSISBEPTRN1","Up","Vmachine with HW Failover","10.26.17.121","","","Atlas Copco","Atlas Transform","VMWare","be-prd-vlan-561",""
"SSISBEPTRN1","Up","Vmachine with HW Failover","10.26.17.121","","","Atlas Copco","Atlas Transform","SCOM","",""
"SSISBEPTRN1","Up","Vmachine with HW Failover","10.26.17.121","","","Atlas Copco","Atlas Transform","SCOM","",""
"SSISBEPTRN2","Up","Vmachine with HW Failover","10.26.17.181","","","Atlas Copco","Atlas Transform","Manual entry","","Production"
"SSISBEPTRN2","Up","Vmachine with HW Failover","10.26.17.181","","","Atlas Copco","Atlas Transform","VMWare","be-prd-vlan-561",""
"SSISBEPTRN2","Up","Vmachine with HW Failover","10.26.17.181","","","Atlas Copco","Atlas Transform","SCOM","",""
"SSISBEPTRN202","Disposed","Vmachine with HW Failover","10.26.17.182","","","Atlas Copco","Atlas Transform","Manual entry","",""
"SSISBEPTRN203","Disposed","Vmachine with HW Failover","10.26.17.169","","","Atlas Copco","Atlas Transform","Manual entry","",""
"SSISBESC001","Disposed","Vmachine with HW Failover","10.126.170.11","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","PRODUCTION"
"SSISBESC002","Disposed","Vmachine with HW Failover","10.126.170.12","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","PRODUCTION"
"SSISBESDB001","Disposed","Hardware Machine","10.25.58.31","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","",""
"SSISBESDB001","Disposed","Hardware Machine","10.253.0.179","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","",""
"SSISBESDB01","Up","Vmachine with HW Failover","10.199.17.201","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","ADMIN"
"SSISBESDB01","Up","Vmachine with HW Failover","10.126.160.61","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","Production"
"SSISBESDB01","Up","Vmachine with HW Failover","192.168.17.201","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","BACKUP"
"SSISBESDB01","Up","Vmachine with HW Failover","fe80::cc97:b41a:f1f1:10f 10.199.17.201","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","ADMIN_VLAN_2117",""
"SSISBESDB01","Up","Vmachine with HW Failover","10.126.160.61","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","PROD_VLAN_856",""
"SSISBESDB01","Up","Vmachine with HW Failover","fe80::c4ee:d3e6:79f9:6a81 192.168.17.201","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","BACKUP_VLAN_2517",""
"SSISBESDB01","Up","Vmachine with HW Failover","10.199.17.201","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBESDB01","Up","Vmachine with HW Failover","fe80::cc97:b41a:f1f1:10f%9","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBESDB01","Up","Vmachine with HW Failover","192.168.17.201","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBESDB01","Up","Vmachine with HW Failover","fe80::c4ee:d3e6:79f9:6a81%10","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBESDB01","Up","Vmachine with HW Failover","10.126.160.61","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBESDS4000","Disposed","Vmachine with HW Failover","10.126.172.107","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","",""
"SSISBESFNET01","Up","Vmachine with HW Failover","10.26.14.56","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","Production"
"SSISBESFNET01","Up","Vmachine with HW Failover","","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","be-prd2-vlan-556",""
"SSISBESFNET01","Up","Vmachine with HW Failover","10.26.14.56","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBESFNET01","Up","Vmachine with HW Failover","10.26.14.56","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBESG4001","Up","Basic Vmachine","fe80::38bd:1e6e:c0aa:17c3 10.126.146.83","","","Atlas Copco","Atlas Speed","VMWare","PROD_VLAN_842",""
"SSISBESG4001","Up","Basic Vmachine","10.126.146.83","","","Atlas Copco","Atlas Speed","SCOM","",""
"SSISBESG4001","Up","Basic Vmachine","fe80::38bd:1e6e:c0aa:17c3%11","","","Atlas Copco","Atlas Speed","SCOM","",""
"SSISBESIEM01","Up","Vmachine with HW Failover","10.126.135.69","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","SSISBESIEM01 - Secret VLAN 550"
"SSISBESIEM01","Up","Vmachine with HW Failover","10.199.18.235","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","ADMIN"
"SSISBESIEM01","Up","Vmachine with HW Failover","192.168.144.109","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","BACKUP"
"SSISBESIEM01","Up","Vmachine with HW Failover","","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","DMZ_VLAN_550",""
"SSISBESIEM01","Up","Vmachine with HW Failover","","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","DMZ_VLAN_550",""
"SSISBESIEM02","Up","Vmachine with HW Failover","10.126.135.70","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","PRODUCTION - SSISBESIEM02 - Secret VLAN 550"
"SSISBESIEM02","Up","Vmachine with HW Failover","10.199.18.236","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","ADMIN"
"SSISBESIEM02","Up","Vmachine with HW Failover","10.126.135.70","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","DMZ_VLAN_550",""
"SSISBESIEM02","Up","Vmachine with HW Failover","","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","DMZ_VLAN_550",""
"SSISBESIEM02","Up","Vmachine with HW Failover","10.88.0.1","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","",""
"SSISBESIEM03","Up","Vmachine with HW Failover","10.126.135.74","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","PRODUCTION"
"SSISBESIEM03","Up","Vmachine with HW Failover","10.126.135.74","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","DMZ_VLAN_550",""
"SSISBESIEM03","Up","Vmachine with HW Failover","","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","DMZ_VLAN_550",""
"SSISBESIEM04","Up","Vmachine with HW Failover","10.126.135.75","10.126.135.64/28","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","PRODUCTION"
"SSISBESIEM04","Up","Vmachine with HW Failover","10.126.135.75","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","DMZ_VLAN_550",""
"SSISBESIEM04","Up","Vmachine with HW Failover","","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","DMZ_VLAN_550",""
"SSISBESMP001","Disposed","Hardware Machine","10.25.58.30","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","",""
"SSISBESMP001","Disposed","Hardware Machine","10.253.0.181","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","",""
"SSISBESMP01","Up","Vmachine with HW Failover","10.126.145.66","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","Production"
"SSISBESMP01","Up","Vmachine with HW Failover","10.126.145.66","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","be_prod41_vlan_841_dpc",""
"SSISBESMP01","Up","Vmachine with HW Failover","10.126.145.66","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBESMPIG01","Up","Vmachine with HW Failover","185.180.76.141","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","Public IP"
"SSISBESMPIG01","Up","Vmachine with HW Failover","10.126.132.11","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","Production"
"SSISBESMPIG01","Up","Vmachine with HW Failover","10.126.132.11","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","be_DMZ21_vlan_714_dpc",""
"SSISBESMPIG01","Up","Vmachine with HW Failover","10.126.132.11","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBESSS001","Up","Vmachine with HW Failover","10.25.58.35","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","Production"
"SSISBESSS001","Up","Vmachine with HW Failover","10.253.0.184","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","Production"
"SSISBESSS001","Up","Vmachine with HW Failover","10.253.0.166","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","Production"
"SSISBESSS001","Up","Vmachine with HW Failover","fe80::1162:3d3f:3127:474f 10.25.58.35","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","VLAN 56",""
"SSISBESSS001","Up","Vmachine with HW Failover","fe80::901b:d9ae:b078:699 10.253.0.184","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","VLAN 1598",""
"SSISBESSS001","Up","Vmachine with HW Failover","fe80::e86d:81ff:75aa:555b 10.253.0.166","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","VLAN 1598",""
"SSISBESSS001","Up","Vmachine with HW Failover","10.25.58.35","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBESSS001","Up","Vmachine with HW Failover"," fe80::1162:3d3f:3127:474f","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBESSS001","Up","Vmachine with HW Failover","10.253.0.184","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBESSS001","Up","Vmachine with HW Failover"," fe80::901b:d9ae:b078:699","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBESSS001","Up","Vmachine with HW Failover","10.253.0.166","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBESSS001","Up","Vmachine with HW Failover"," fe80::e86d:81ff:75aa:555b","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBESSS01","Up","Vmachine with HW Failover","10.126.145.67","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","Production"
"SSISBESSS01","Up","Vmachine with HW Failover","10.126.145.67","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","be_prod41_vlan_841_dpc",""
"SSISBESSS01","Up","Vmachine with HW Failover","10.126.145.67","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBESSS100","Disposed","Vmachine with HW Failover","10.253.0.168","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","Production"
"SSISBESSS100","Disposed","Vmachine with HW Failover","10.25.58.36","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","Production"
"SSISBESTRN1","Up","Vmachine with HW Failover","10.26.17.122","","","Atlas Copco","Atlas Transform","Manual entry","","Production"
"SSISBESTRN1","Up","Vmachine with HW Failover","10.26.17.122","","","Atlas Copco","Atlas Transform","VMWare","be-prd-vlan-561",""
"SSISBESTRN1","Up","Vmachine with HW Failover","10.26.17.122","","","Atlas Copco","Atlas Transform","SCOM","",""
"SSISBETS0001","Up","Vmachine with HW Failover","10.199.17.65","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","ADMIN"
"SSISBETS0001","Up","Vmachine with HW Failover","192.168.145.65","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","BACKUP"
"SSISBETS0001","Up","Vmachine with HW Failover","10.26.14.120","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","Production"
"SSISBETS0001","Up","Vmachine with HW Failover","10.199.17.65","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","ADMIN_VLAN_2117",""
"SSISBETS0001","Up","Vmachine with HW Failover","192.168.145.65","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","BACKUP_VLAN_3517",""
"SSISBETS0001","Up","Vmachine with HW Failover","10.26.14.120","","","Atlas Copco","Atlas DCCOP EMEA","VMWare","PROD_VLAN_556",""
"SSISBETS0001","Up","Vmachine with HW Failover","10.26.14.120","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBETS0001","Up","Vmachine with HW Failover","192.168.145.65","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBETS0001","Up","Vmachine with HW Failover","10.199.17.65","","","Atlas Copco","Atlas DCCOP EMEA","SCOM","",""
"SSISBETS0002","Disposed","Vmachine with HW Failover","10.199.18.124","","","Atlas Copco","Atlas Hardware","Manual entry","","ADMIN"
"SSISBETS0002","Disposed","Vmachine with HW Failover","10.26.14.194","","","Atlas Copco","Atlas Hardware","Manual entry","","Production"
"SSISBETS0002","Disposed","Vmachine with HW Failover","192.168.146.124","","","Atlas Copco","Atlas Hardware","Manual entry","","BACKUP"
"SSISBETS0003","Up","Vmachine with HW Failover","10.126.172.75 fe80::250:56ff:fe92:6cb5","","","Atlas Copco","Atlas Speed","VMWare","PROD_VLAN_555",""
"SSISBETS0003","Up","Vmachine with HW Failover","10.199.19.25 fe80::250:56ff:fe92:1507","","","Atlas Copco","Atlas Speed","VMWare","ADMIN_VLAN_2117",""
"SSISBETS0003","Up","Vmachine with HW Failover","192.168.146.47 fe80::250:56ff:fe92:2d62","","","Atlas Copco","Atlas Speed","VMWare","BACKUP_VLAN_3517",""
"SSISBETS0004","Disposed","Vmachine with HW Failover","10.199.18.55","","","Atlas Copco","Atlas Speed","Manual entry","","ADMIN"
"SSISBETS0004","Disposed","Vmachine with HW Failover","10.26.14.98","","","Atlas Copco","Atlas Speed","Manual entry","","Production"
"SSISBETS0004","Disposed","Vmachine with HW Failover","192.168.146.55","","","Atlas Copco","Atlas Speed","Manual entry","","BACKUP"
"SSISBETS0004","Disposed","Vmachine with HW Failover","10.7.136.161","","","Atlas Copco","Atlas Speed","Manual entry","",""
"SSISBETS0005","Up","Vmachine with HW Failover","10.199.18.56","","","Atlas Copco","Atlas Speed","Manual entry","","ADMIN"
"SSISBETS0005","Up","Vmachine with HW Failover","10.26.14.97","","","Atlas Copco","Atlas Speed","Manual entry","","Production"
"SSISBETS0005","Up","Vmachine with HW Failover","192.168.146.56","","","Atlas Copco","Atlas Speed","Manual entry","","BACKUP"
"SSISBETS0005","Up","Vmachine with HW Failover","fe80::d100:b2c1:46b9:430a 10.199.18.56","","","Atlas Copco","Atlas Speed","VMWare","ADMIN_VLAN_2117",""
"SSISBETS0005","Up","Vmachine with HW Failover","fe80::38dc:8078:de18:3304 10.26.14.97","","","Atlas Copco","Atlas Speed","VMWare","PROD_VLAN_556",""
"SSISBETS0005","Up","Vmachine with HW Failover","fe80::c4cb:7515:f46b:f175 192.168.146.56","","","Atlas Copco","Atlas Speed","VMWare","BACKUP_VLAN_3517",""
"SSISBETS0005","Up","Vmachine with HW Failover","192.168.146.56","","","Atlas Copco","Atlas Speed","SCOM","",""
"SSISBETS0005","Up","Vmachine with HW Failover","fe80::c4cb:7515:f46b:f175%8","","","Atlas Copco","Atlas Speed","SCOM","",""
"SSISBETS0005","Up","Vmachine with HW Failover","10.26.14.97","","","Atlas Copco","Atlas Speed","SCOM","",""
"SSISBETS0005","Up","Vmachine with HW Failover","fe80::38dc:8078:de18:3304%6","","","Atlas Copco","Atlas Speed","SCOM","",""
"SSISBETS0005","Up","Vmachine with HW Failover","10.199.18.56","","","Atlas Copco","Atlas Speed","SCOM","",""
"SSISBETS0005","Up","Vmachine with HW Failover","fe80::d100:b2c1:46b9:430a%13","","","Atlas Copco","Atlas Speed","SCOM","",""
"SSISBETS0006","Disposed","Vmachine with HW Failover","","","","Atlas Copco","Atlas Speed","VMWare","ADMIN_VLAN_2117",""
"SSISBETS0006","Disposed","Vmachine with HW Failover","","","","Atlas Copco","Atlas Speed","VMWare","PROD_VLAN_556",""
"SSISBETS0006","Disposed","Vmachine with HW Failover","","","","Atlas Copco","Atlas Speed","VMWare","BACKUP_VLAN_3517",""
"SSISBETS0006","Disposed","Vmachine with HW Failover","10.199.18.55","","","Atlas Copco","Atlas Speed","SCOM","",""
"SSISBETS0006","Disposed","Vmachine with HW Failover","fe80::1c42:6de:5dc9:69e7%13","","","Atlas Copco","Atlas Speed","SCOM","",""
"SSISBETS0006","Disposed","Vmachine with HW Failover","10.26.14.98","","","Atlas Copco","Atlas Speed","SCOM","",""
"SSISBETS0006","Disposed","Vmachine with HW Failover","fe80::29:c588:bf05:e36e%10","","","Atlas Copco","Atlas Speed","SCOM","",""
"SSISBETS0006","Disposed","Vmachine with HW Failover","192.168.146.55","","","Atlas Copco","Atlas Speed","SCOM","",""
"SSISBETS0006","Disposed","Vmachine with HW Failover","fe80::64ef:126c:d51b:7cd6%8","","","Atlas Copco","Atlas Speed","SCOM","",""
"SSISBETS0008","Up","Basic Vmachine","10.26.14.194","255.255.255.0","10.26.14.1","Atlas Copco","Atlas Speed","Manual entry","","PROD"
"SSISBETS0008","Up","Basic Vmachine","10.199.18.124","255.255.252.0","10.199.16.1","Atlas Copco","Atlas Speed","Manual entry","","ADMIN"
"SSISBETS0008","Up","Basic Vmachine","192.168.16.113","255.255.252.0","192.168.16.1","Atlas Copco","Atlas Speed","Manual entry","","BACKUP"
"SSISBETS0008","Up","Basic Vmachine","fe80::f93e:b543:fd1e:ee8 10.26.14.194","","","Atlas Copco","Atlas Speed","VMWare","PROD_VLAN_556",""
"SSISBETS0008","Up","Basic Vmachine","fe80::e85f:4994:160b:c7fa 10.199.18.124","","","Atlas Copco","Atlas Speed","VMWare","ADMIN_VLAN_2117",""
"SSISBETS0008","Up","Basic Vmachine","fe80::55f1:3e73:4b5e:b034 192.168.16.113","","","Atlas Copco","Atlas Speed","VMWare","BACKUP_VLAN_3517",""
"SSISBETS0008","Up","Basic Vmachine","192.168.16.113","","","Atlas Copco","Atlas Speed","SCOM","",""
"SSISBETS0008","Up","Basic Vmachine","fe80::55f1:3e73:4b5e:b034%15","","","Atlas Copco","Atlas Speed","SCOM","",""
"SSISBETS0008","Up","Basic Vmachine","10.199.18.124","","","Atlas Copco","Atlas Speed","SCOM","",""
"SSISBETS0008","Up","Basic Vmachine","fe80::e85f:4994:160b:c7fa%10","","","Atlas Copco","Atlas Speed","SCOM","",""
"SSISBETS0008","Up","Basic Vmachine","10.26.14.194","","","Atlas Copco","Atlas Speed","SCOM","",""
"SSISBETS0008","Up","Basic Vmachine","fe80::f93e:b543:fd1e:ee8%4","","","Atlas Copco","Atlas Speed","SCOM","",""
"SSISBETS0009","Up","Vmachine with HW Failover","fe80::7915:37f4:fb28:3acc 10.26.14.98","","","Atlas Copco","Atlas Speed","VMWare","PROD_VLAN_556",""
"SSISBETS0009","Up","Vmachine with HW Failover","fe80::116f:6888:1ffa:d337 10.199.18.55","","","Atlas Copco","Atlas Speed","VMWare","ADMIN_VLAN_2117",""
"SSISBETS0009","Up","Vmachine with HW Failover","fe80::898c:dd8f:376a:3dc0 192.168.146.55","","","Atlas Copco","Atlas Speed","VMWare","BACKUP_VLAN_3517",""
"SSISBEVC0001","Up","Vmachine with HW Failover","10.126.145.76","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","PRODUCTION"
"SSISBEVC0002","Up","Vmachine with HW Failover","172.23.26.77","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","PRODUCTION"
"SSISBEVCW0001","Up","Vmachine with HW Failover","172.23.26.78","","","Atlas Copco","Atlas DCCOP EMEA","Manual entry","","PRODUCTION"
"SSISBEVDICB01","Disposed","Vmachine with HW Failover","10.26.32.11","","","Atlas Copco","Atlas VDI","Manual entry","","Prod "
"SSISBEVDIFS02","Up","Vmachine with HW Failover","10.199.17.40","","","Atlas Copco","Atlas VDI","Manual entry","","ADMIN"
"SSISBEVDIFS02","Up","Vmachine with HW Failover","192.168.17.40","","","Atlas Copco","Atlas VDI","Manual entry","","BACKUP"
"SSISBEVDIFS02","Up","Vmachine with HW Failover","10.26.17.131","","","Atlas Copco","Atlas VDI","Manual entry","","Production"
"SSISBEVDIFS02","Up","Vmachine with HW Failover","10.199.17.40","","","Atlas Copco","Atlas VDI","VMWare","ADMIN_VLAN_2117",""
"SSISBEVDIFS02","Up","Vmachine with HW Failover","192.168.17.40","","","Atlas Copco","Atlas VDI","VMWare","BACKUP_VLAN_2517",""
"SSISBEVDIFS02","Up","Vmachine with HW Failover","10.26.17.131","","","Atlas Copco","Atlas VDI","VMWare","PROD_VLAN_561",""
"SSISBEVDIFS02","Up","Vmachine with HW Failover","192.168.17.40","","","Atlas Copco","Atlas VDI","SCOM","",""
"SSISBEVDIFS02","Up","Vmachine with HW Failover","10.26.17.131","","","Atlas Copco","Atlas VDI","SCOM","",""
"SSISBEVDIFS02","Up","Vmachine with HW Failover","10.199.17.40","","","Atlas Copco","Atlas VDI","SCOM","",""
"SSISBEVDISQ01","Disposed","Vmachine with HW Failover","10.199.16.163","","","Atlas Copco","Atlas VDI","Manual entry","","ADMIN"
"SSISBEVDISQ01","Disposed","Vmachine with HW Failover","192.168.16.163","","","Atlas Copco","Atlas VDI","Manual entry","","BACKUP"
"SSISBEVDISQ01","Disposed","Vmachine with HW Failover","10.26.17.97","","","Atlas Copco","Atlas VDI","Manual entry","","Production"
"SSISBEVDIVC01","Disposed","Vmachine with HW Failover","10.199.16.164","","","Atlas Copco","Atlas VDI","Manual entry","","ADMIN"
"SSISBEVDIVC01","Disposed","Vmachine with HW Failover","192.168.16.164","","","Atlas Copco","Atlas VDI","Manual entry","","BACKUP"
"SSISBEVDIVC01","Disposed","Vmachine with HW Failover","10.26.17.92","","","Atlas Copco","Atlas VDI","Manual entry","","Production"
"SSISBEVM0001","Up","Hardware Machine","10.32.0.106","","","Atlas Copco","Atlas Servers with limited services EMEA","Manual entry","",""
"SSISBEVM00601","Up","Hardware Machine","10.32.0.41","255.255.255.0","10.32.0.50","Atlas Copco","Atlas ROBO EMEA","Manual entry","",""
"SSISBEVWLR01","Disposed","Vmachine with HW Failover","10.26.14.35","","","Atlas Copco","Atlas SharePoint","Manual entry","","Production"
"SSISBEVWLR02","Disposed","Vmachine with HW Failover","10.26.14.246","","","Atlas Copco","Atlas SharePoint","Manual entry","","Production"
"SSISBEVXG0001","Up","Vmachine with HW Failover","10.126.130.120","","","Atlas Copco","Atlas ROBO EMEA","Manual entry","",""
"SSISBEVXG0001","Up","Vmachine with HW Failover","10.126.130.120","","","Atlas Copco","Atlas ROBO EMEA","VMWare","VLAN_873",""
